time,name,text,subtype,num_reply,num_participants,user,thred_ts,parent_user_id
23/03/2021 07:26,,"same, can you give access to <mailto:andreatognoli001@gmail.com|andreatognoli001@gmail.com>, pls?",,,,U01SD3CDH9P,1616443201,U01SJKB2MG8
23/03/2021 07:41,,my address is <mailto:karina.condeixa@gmail.com|karina.condeixa@gmail.com>,,,,U01S79YDELR,1616443201,U01SJKB2MG8
23/03/2021 07:42,,Letâ€™s try using Slack forâ€¦how do we join zoom today (and every morning) will a link be posted here?,,3,,U01RS9Y6UJH,1616485338,
23/03/2021 07:42,Thamo,"Same link as yesterday, the message is pinned in the channel ",,,,U01S7BM4N81,1616485338,U01RS9Y6UJH
23/03/2021 07:42,,I believe that is the same link,,,,U01S79YDELR,1616485338,U01RS9Y6UJH
23/03/2021 07:43,,"<@U01S7BM4N81> set the channel description: :zoom: classroom:
<https://zoom.us/j/877626245>
pw: 986565",channel_purpose,,,U01S7BM4N81,,
23/03/2021 07:43,,ok thanks,,,,U01RS9Y6UJH,1616485338,U01RS9Y6UJH
23/03/2021 07:44,,Thanks Thamo!,,,,U01S79YDELR,,
23/03/2021 07:44,Thamo,:v:welcome ,,,,U01S7BM4N81,,
23/03/2021 07:49,,morning,,,,U01RW2X7S9Z,,
23/03/2021 07:50,,my adress is: <mailto:anja.fechner@live.de|anja.fechner@live.de>,,,,U01S0MFJ3HR,1616443201,U01SJKB2MG8
23/03/2021 08:00,Sam,"<https://ironhack.zoom.us/j/877626245?pwd=YjFtWlpiNHRDZzg4K0J5dWVKcHIzZz09>

Pinning this meeting link with the password as I am _that_ lazy",,2,,U01S7KCL3DF,1616486407,
23/03/2021 08:00,,not working for me,,,,U01S79YDELR,,
23/03/2021 08:01,Alexandre,<https://zoom.us/j/877626245>,,,,U01RW2X7S9Z,,
23/03/2021 08:01,Alexandre,pw 986565,,,,U01RW2X7S9Z,,
23/03/2021 08:01,Sam,this one no good? i'll delete,,,,U01S7KCL3DF,1616486407,U01S7KCL3DF
23/03/2021 08:01,Thamo,seems like that but I am not sure,,,,U01S7BM4N81,1616486407,U01S7KCL3DF
23/03/2021 08:02,,shows no upcoming meetings today,,,,U01S79YDELR,,
23/03/2021 08:02,siand,its running  Karina,,,,U01RW140HBP,,
23/03/2021 08:02,Alexandre,did you open the link in the navigator?,,,,U01RW2X7S9Z,,
23/03/2021 08:03,,yes and then using the app,,,,U01S79YDELR,,
23/03/2021 08:03,Florian,"<!channel>,
can you access the content now? We changed permissions
<https://data-ft-ber-03-2021.slack.com/archives/C01RKRMS10W/p1616443201022100>",,1,,U01SJKB2MG8,1616486598,
23/03/2021 08:04,,mine not signing in,,,,U01S0P26NKD,,
23/03/2021 08:04,,"yes, thanks. I have problems to go the the class zoom",,,,U01S79YDELR,,
23/03/2021 08:05,,<@U01SJKB2MG8> i cannot join the class,,,,U01S79YDELR,,
23/03/2021 08:05,,could we have the user name and signing like that. we just have a link and password,,2,,U01S0P26NKD,1616486727,
23/03/2021 08:10,Florian,"<!channel>!
QUIZME after the coffee break!
go to <http://www.kahoot.it|www.kahoot.it> and enter the game PIN *9973821*",,,,U01SJKB2MG8,,
23/03/2021 08:10,,used another laptop. But thanks,,,,U01S0P26NKD,,
23/03/2021 08:10,,Karina,,,,U01S79YDELR,1616486727,U01S0P26NKD
23/03/2021 08:11,,i am going to restart,,,,U01S79YDELR,1616486727,U01S0P26NKD
23/03/2021 08:13,Thanh,<@U01SD3CDH9P>,,,,U01RXCQHMHT,,
23/03/2021 08:13,,"yes, finaly I could enter to the zoom, the class",,4,,U01S79YDELR,1616487193,
23/03/2021 08:13,Josephine,Yeyyyy it works :heart_eyes: Thanks,,,,U01RN7BVD1C,1616486598,U01SJKB2MG8
23/03/2021 08:13,siand,what happened? did you have to do something special,,,,U01RW140HBP,1616487193,U01S79YDELR
23/03/2021 08:13,siand,PINÂ *9973821*,,,,U01RW140HBP,,
23/03/2021 08:15,siand,"so weird, normally this works fineâ€¦ just go to the link <https://zoom.us/j/877626245> and enter the pw 986565 â€¦",,,,U01RW140HBP,1616487193,U01S79YDELR
23/03/2021 08:16,,"thanks, it finally worked for me :D",,,,U01S79YDELR,1616487193,U01S79YDELR
23/03/2021 08:27,siand,maybe worth clearing the cache or something ?,,,,U01RW140HBP,1616487193,U01S79YDELR
23/03/2021 08:42,siand,notion link <https://www.notion.so/ironhack/Berlin-data-classroom-5f8f3ff27075492b8b457677368fda2d>,,,,U01RW140HBP,,
23/03/2021 08:49,,it doesnt show up the docx file attached?,,,,U01RW2X7S9Z,,
23/03/2021 08:51,,,,,,U01RW140HBP,,
23/03/2021 10:09,Sam,"On histograms in Excel....I thought State would be an easy one as a lot of them match, but Excel doesn't give me Histogram as a recommended chart type :smile:

is there any trick to it? I just need to apply it to one column right?",,10,,U01S7KCL3DF,1616494151,
23/03/2021 10:09,siand,tip of the day : <https://statistics.laerd.com/statistical-guides/understanding-histograms.php> to get your head around histograms,,,,U01RW140HBP,,
23/03/2021 10:10,Thamo,"Just one column, yes",,,,U01S7BM4N81,1616494151,U01S7KCL3DF
23/03/2021 10:11,Thamo,Try another type of histogram,,,,U01S7BM4N81,1616494151,U01S7KCL3DF
23/03/2021 10:14,siand,I would use a pivot table to sum up how many records are in each gender definition- this could also be done using frequency if you like formulas. Histograms are designed for numerical data really - what you want is a count bar chart which is a different thing,,,,U01RW140HBP,1616494151,U01S7KCL3DF
23/03/2021 10:14,,eg :,,,,U01RW140HBP,1616494151,U01S7KCL3DF
23/03/2021 10:18,,How can I open the solution code? Can I import it in Jupyter notebook somehow?,,,,U01S0E0MRJ7,1616443201,U01SJKB2MG8
23/03/2021 10:21,siand,<@U01SJKB2MG8> one for you,,,,U01RW140HBP,1616443201,U01SJKB2MG8
23/03/2021 10:22,,column chart gives me this peach :smile:,,,,U01S7KCL3DF,1616494151,U01S7KCL3DF
23/03/2021 10:22,Florian,"yes. Start a notebook server, wait until the browser window fires up, then navigate to where you've put the file, open it and run all the cells. For the Jupyter Lab, make sure you've put the Bilbo pictures in the same folder like the `.ipyb` to make it work",,,,U01SJKB2MG8,1616443201,U01SJKB2MG8
23/03/2021 10:26,,,,,,U01RW140HBP,,
23/03/2021 10:27,,,,,,U01RW140HBP,,
23/03/2021 10:28,,,,,,U01RW140HBP,,
23/03/2021 12:12,siand,"absolutely stunning :slightly_smiling_face: yeah I would pivot first, then do a column chart Sam :slightly_smiling_face:",,,,U01RW140HBP,1616494151,U01S7KCL3DF
23/03/2021 12:12,siand,dont you love how intutive excel is haha,,,,U01RW140HBP,1616494151,U01S7KCL3DF
23/03/2021 12:13,,,,,,U01RW140HBP,1616494151,U01S7KCL3DF
23/03/2021 12:14,siand,or use the FREQUENCY function - long winded but will also work <https://exceljet.net/formula/histogram-with-frequency>,,,,U01RW140HBP,1616494151,U01S7KCL3DF
23/03/2021 13:03,Sam,ok cool homework for later!,,,,U01S7KCL3DF,1616494151,U01S7KCL3DF
23/03/2021 14:58,Thanh,<@U01RW140HBP> Thank you for today's lessons and your patience with us  :slightly_smiling_face:,,1,,U01RXCQHMHT,1616511510,
23/03/2021 14:59,siand,of course! I am sorry i overran the lesson. you are welcome!,,,,U01RW140HBP,1616511510,U01RXCQHMHT
23/03/2021 14:59,Josephine,and thanks for getting Robert on board!,,,,U01RN7BVD1C,,
23/03/2021 15:01,,"siand can you share your Jupyter file from today when your ready please Id like to take a look at it, thanks",,1,,U01RS9Y6UJH,1616511670,
23/03/2021 15:04,,of course!,,,,U01RW140HBP,1616511670,U01RS9Y6UJH
23/03/2021 15:48,Thanh,"<!everyone> This is a good tutorial on Git and Github if you have some problems :slightly_smiling_face:

<https://www.youtube.com/watch?v=RGOj5yH7evk>",,,,U01RXCQHMHT,,
23/03/2021 15:49,,great thanks,,,,U01RS9Y6UJH,,
23/03/2021 15:50,siand,a gentle reminder today about the labs - get as far as you can in the time you have. We did a lot of class time today so you have less time to work on your lab (and probably less energy) - pls dont stress if you cant finish every task today. You have all week to work through this case study!,,,,U01RW140HBP,,
23/03/2021 16:16,siand,"also message to <!channel> BEFORE I FORGET :laughing: (again) you have an intro to careers services tomorrow 9am. so Go there <https://ironhack.zoom.us/j/99600060101> first, and come to us at 10am. I doubt it will overrun past 10am, but if it does, just let us know - and make sure to take a short break, then come to our data classroom. see you tomorrow morning folks !",,,,U01RW140HBP,,
23/03/2021 18:34,Florian,"<!channel>,
Lab solutions for customer analysis round 1 are available on notion (don't peek if you want to try yourselves!). Recordings are still being processed by Zoom :face_with_rolling_eyes::grin:",,,,U01SJKB2MG8,,
25/03/2021 08:00,,cant find the yoom link. help,,1,,U01S0P26NKD,1616659200,
25/03/2021 08:00,Marian,"<https://zoom.us/j/877626245>
pw: 986565",,,,U01RKN0EGDV,,
25/03/2021 08:00,Thamo,pinned at the top of the channel,,,,U01S7BM4N81,,
25/03/2021 08:00,,,,,,U01RSRE0N3D,1616659200,U01S0P26NKD
25/03/2021 08:01,,,,,,U01S7BM4N81,,
25/03/2021 08:01,,Thanks,,,,U01S0P26NKD,,
25/03/2021 08:11,siand,perfect!,,,,U01RW140HBP,1616587543,U01RW2X7S9Z
25/03/2021 08:57,,Showing hour minute second and milisecond,,17,,U01RW2X7S9Z,1616662639,
25/03/2021 08:57,Alexandre,<@U01S7BM4N81>,,,,U01RW2X7S9Z,1616662639,U01RW2X7S9Z
25/03/2021 08:58,Thamo,Thanks!,,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:10,Florian,#highfrequencytrading :girl-grin:,,,,U01SJKB2MG8,1616662639,U01RW2X7S9Z
25/03/2021 09:11,Thamo,some is figuring what I am up to :eyes:,,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:12,Florian,I think highest resolution for datetime is even Nanoseconds,,,,U01SJKB2MG8,1616662639,U01RW2X7S9Z
25/03/2021 09:12,Thamo,"Yeah, i wanted to go on about how split miliseconds matter, but to be honest, the data delay from the websocket feed is probably whats going to slow me down ^^",,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:15,Florian,"wait.... you're saying your machine is not connected with a photonic fiber to the internet? no HFT for you then :grin:
<https://www.laserfocusworld.com/fiber-optics/article/14183435/hollowcore-fiber-gives-highfrequency-traders-an-edge>",,,,U01SJKB2MG8,1616662639,U01RW2X7S9Z
25/03/2021 09:18,Thamo,colocate the server next to the exchanges server ^^,,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:18,Thamo,it wont run on my local machine :smile:,,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:27,,_colocate the server next to the exchanges server ^^_,,,,U01SJKB2MG8,1616662639,U01RW2X7S9Z
25/03/2021 09:27,,russian hacker,,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:38,,winner of 2013,,,,U01RW2X7S9Z,,
25/03/2021 09:46,Alexandre,<https://www.youtube.com/watch?v=d8BcCLLX4N4>,,,,U01RW2X7S9Z,1616662639,U01RW2X7S9Z
25/03/2021 09:46,Alexandre,some even need to slow down their transactions in wall street,,,,U01RW2X7S9Z,1616662639,U01RW2X7S9Z
25/03/2021 09:46,Alexandre,very interesting video,,,,U01RW2X7S9Z,1616662639,U01RW2X7S9Z
25/03/2021 09:47,Thamo,"I once had a bot running that traded within 7ms of getting data from the feed. One day the exchange called me, said some weird things about institutional acces that was like 2.5k a month, I didnt wanna buy that",,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:47,Thamo,Day after that my automated strategies went downhill because delay was increased :smile:,,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 09:47,Thamo,"switched accounts, all back to normal :smile:",,,,U01S7BM4N81,1616662639,U01RW2X7S9Z
25/03/2021 10:47,,,,,,U01RW2X7S9Z,,
25/03/2021 11:18,,found a dataset if anyone wants to play,,8,,U01RW2X7S9Z,1616671135,
25/03/2021 11:19,Thamo,is that data looking at marketed prices or actual selling/renting prices?,,,,U01S7BM4N81,1616671135,U01RW2X7S9Z
25/03/2021 11:19,Alexandre,i think is scraped from rental ads online,,,,U01RW2X7S9Z,1616671135,U01RW2X7S9Z
25/03/2021 11:19,Thamo,cause there's often a delta in there to obstruct the market,,,,U01S7BM4N81,1616671135,U01RW2X7S9Z
25/03/2021 11:19,Alexandre,"i gotta look into it, was from someones blog who was making some analysis",,,,U01RW2X7S9Z,1616671135,U01RW2X7S9Z
25/03/2021 11:21,Thamo,"apartments often get rented for higher prices than advertised, and sold for lower...",,,,U01S7BM4N81,1616671135,U01RW2X7S9Z
25/03/2021 11:31,Thanh,"<@U01RW2X7S9Z> Thanks, I would be interested. It's definitely interesting.",,,,U01RXCQHMHT,1616671135,U01RW2X7S9Z
25/03/2021 11:31,Alexandre,"i dont back the dataset tho, could be crap haha",,,,U01RW2X7S9Z,1616671135,U01RW2X7S9Z
25/03/2021 11:42,,"Thank you <@U01RW2X7S9Z>, will try to play with it too",,,,U01SD3CDH9P,1616671135,U01RW2X7S9Z
25/03/2021 12:38,Florian,"<!channel>,
Regarding the upcoming Lab `Customer Analysis Round 3` : I inspected it and reworked the instructions. Please take the same data, but take these instructions:

&gt; For this lab, we still keep using the `marketing_customer_analysis.csv` file. You can find the file in the `files_for_lab` folder.
&gt; 
&gt; *Get the data*
&gt; Use the same jupyter file from the last lab, `Customer Analysis Round 3`
&gt; 
&gt; *EDA (Exploratory Data Analysis) - Complete the following tasks to explore the data:*
&gt; * Show DataFrame info.
&gt; * Describe DataFrame.
&gt; * Show a plot of the total number of `response`s broken down by response kind.
&gt; * Show a plot of the ~response rate~ number of `response`s by the `sales channel`.
&gt; * ~Show a plot of the response rate by the total claim amount.~ Show a plot of the distribution of the `total claim amount`, broken down by `response` kind. Try a boxplot and distribution plot, for each `response` kind. For the distribution plot, try to plot both kinds of responses in one chart (you can try with seaborn's histplot, using the `hue` parameter).
&gt; * ~Show a plot of the response rate by income.~ Create similar plots like in the task before, but for `Income`
&gt; * *NEW*: Create a scatterplot between `total claim amount` and `income`. Play around with the parameters of the scatterplot (markersize? alpha?) and try to identify more features within the data just visually. You can also try different seaborn plots. Check to find suitable ones: <https://www.python-graph-gallery.com/134-how-to-avoid-overplotting-with-python>",,12,,U01SJKB2MG8,1616675909,
25/03/2021 13:33,,"Hey, so Im still not getting how to get my data from Git hub into Jupyter, clone then pull..anybody else still having problems with this? maybe a TA could walk me through it",,6,,U01RS9Y6UJH,1616679180,
25/03/2021 13:37,Kosta,I am on it,,,,U01RSRE0N3D,1616679180,U01RS9Y6UJH
25/03/2021 13:38,siand,let me know if someone else needs help,,,,U01RW140HBP,1616679180,U01RS9Y6UJH
25/03/2021 13:56,Alexandre,"* Show a plot of theÂ ~response rate~Â number ofÂ `response`s by theÂ `sales channel`.

is only the response=""yes"" that count as response? or is either response=yes, no a response?",,,,U01RW2X7S9Z,1616675909,U01SJKB2MG8
25/03/2021 13:57,Florian,"It actually means 'number of responses broken down 1st by response kind, 2nd by response channel'",,,,U01SJKB2MG8,1616675909,U01SJKB2MG8
25/03/2021 13:59,Florian,"So, number of responses on the y axis, response kind on the x-axis, and then the bars for the both responses again split by the sales channel",,,,U01SJKB2MG8,1616675909,U01SJKB2MG8
25/03/2021 13:59,Alexandre,understood!,,,,U01RW2X7S9Z,1616675909,U01SJKB2MG8
25/03/2021 14:05,Sam,"me too... but watching the GitHub link that Tony shared is on my to do list:

<https://www.youtube.com/watch?v=RGOj5yH7evk>",,,,U01S7KCL3DF,1616679180,U01RS9Y6UJH
25/03/2021 15:05,,"Thanks, Kosta walked me through it, but Ill watch this too",,,,U01RS9Y6UJH,1616679180,U01RS9Y6UJH
25/03/2021 15:22,Josephine,The Video from <@U01RXCQHMHT> was very helpful :clap:,,,,U01RN7BVD1C,1616679180,U01RS9Y6UJH
25/03/2021 15:32,Sam,"for this:

&gt; Show a plot of the distribution of theÂ `total claim amount`, broken down byÂ `response`Â kind.
trying to use
`sns.boxplot(x = 'Response',y = 'total_claim_amount', file1=file1)`
`plt.show()`

but I always get errors for the column names:

""Could not interpret input 'Response'"" :thinking_face:  ... did I not install Seaborn properly?",,,,U01S7KCL3DF,1616675909,U01SJKB2MG8
25/03/2021 15:34,Florian,"the `.boxplot()` doesn't have a parameter called `file1`. you must provide `data` instead, So...
```sns.boxplot(x = 'Response',y = 'total_claim_amount', data=your_dataframe)```",,,,U01SJKB2MG8,1616675909,U01SJKB2MG8
25/03/2021 15:37,Sam,still the same when I add the name of my dataframe :confused:,,,,U01S7KCL3DF,1616675909,U01SJKB2MG8
25/03/2021 15:39,,"sns.histplot(data=file, x=""Total Claim Amount"", hue=""Response"", multiple=""stack"")",,,,U01SD3CDH9P,1616675909,U01SJKB2MG8
25/03/2021 15:39,,"<@U01SJKB2MG8> hi Flo, this return AttributeError : module 'seaborn' has no attribute 'displot'",,,,U01SD3CDH9P,1616675909,U01SJKB2MG8
25/03/2021 15:41,,,,,,U01SD3CDH9P,1616675909,U01SJKB2MG8
25/03/2021 15:41,,Do you have any idea why?,,,,U01SD3CDH9P,1616675909,U01SJKB2MG8
25/03/2021 15:43,Florian,"Yes, in the newest version of seaborn, they begin to ditch the `distplot` and start aggregating all the distribution plots under `displot()`  (missing the ""t""). `displot` is contained in seaborn version 0.11.1, so in case you get that error, you might want to open another git bash window, activate your current environment and do
```conda update seaborn```",,,,U01SJKB2MG8,1616675909,U01SJKB2MG8
25/03/2021 15:47,Florian,"<!channel>,
at 5 pm we will introduce you to Python Kata's :martial_arts_uniform: on <http://www.codewars.com|www.codewars.com>. So we will pull you all back to the main room then, and do at least one Kata together
In the meantime, if you haven't done so, you can already create an account on codewars - I think you can even use your github or google account to do that....",,,,U01SJKB2MG8,,
25/03/2021 15:58,Thanh,<@U01RN7BVD1C> thanks hehe,,,,U01RXCQHMHT,1616679180,U01RS9Y6UJH
25/03/2021 16:22,Florian,<https://www.codewars.com/kata/53da3dbb4a5168369a0000fe/python>,,,,U01SJKB2MG8,,
25/03/2021 16:31,,"num = int(input(""Enter a number: ""))
if (num % 2) == 0:
   print(""Even"".format(num))
else:
   print(""Odd"".format(num))",,3,,U01RRV4JX6Z,1616689869,
25/03/2021 16:31,,It works on Python Shell,,,,U01RRV4JX6Z,,
25/03/2021 16:36,Marian,i think they want you to create and use a function,,,,U01RKN0EGDV,1616689869,U01RRV4JX6Z
25/03/2021 16:38,,But the instruction also says or create a shell,,,,U01RRV4JX6Z,1616689869,U01RRV4JX6Z
25/03/2021 16:38,,*write a script,,,,U01RRV4JX6Z,1616689869,U01RRV4JX6Z
25/03/2021 16:45,,I dont get what'S the purpose of this exercise. During the lectures you said that Pandas/python has always ten or more ways to do some particular operation.,,,,U01RRV4JX6Z,,
25/03/2021 16:45,,we will have challenges in this way when we apply to a job,,,,U01S79YDELR,,
25/03/2021 16:45,,before the first interview,,,,U01S79YDELR,,
25/03/2021 16:47,,?,,34,,U01RRV4JX6Z,1616690850,
25/03/2021 16:47,siand,"A reminder <!channel> for all to upload your lab work from this week to the student portal before the end of tomorrow please. at the moment 12 students have not submitted any lab work. for any students who arent sure how to do that, please add a :rabbit: emoji below",,3,,U01RW140HBP,1616690852,
25/03/2021 16:49,siand,"its true, for interviews as data analyst or data scientist roles, you will very often be sent a test on your SQL and python skills which looks a lot like this. one of the best skills is figuring out how to work with this software!",,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:50,,"So it is not true that there are ten ways to do something, as there is one that is the desired one",,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:52,,"num = int(input(""Enter a number: ""))
if (num % 2) == 0:
   print(""Even"".format(num))
else:
   print(""Odd"".format(num))",,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:52,,"I put this on Python, and it worked",,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:52,,So what's the point?,,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:52,siand,"well i think you are slightly misunderstanding itâ€¦ with pandas, for example, we might have a few different ways of solving a problem. but the kind of challenge on code wars is more absolute - for example todays challenge, write a function, that can handle the introduction of an integer and then provide a response if its odd or even - one of the tests will be did you write a function",,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:53,siand,and your solution is not a python function,,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:53,,but it also said write a script,,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:54,siand,"define a function means getting something like :
def test_function(argument1) :
  # Do something with the code, and the argument.
  print(argument1)

# Calling the function.",,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:55,,"""Create a function (or write a script in Shell)""",,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:55,siand,oh i see where you got that from now! makes more sense â€¦,,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:56,,I proceeded with the latter,,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:56,Sam,if we've made multiple errors on the work do we still upload them? asking for a friend,,,,U01S7KCL3DF,1616690852,U01RW140HBP
25/03/2021 16:56,siand,ah got itâ€¦ but it still isnt a shell function right?,,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:58,,"Well, I'm new to this. Is what i wrote a script?",,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 16:58,siand,"oh no its not - its a logical argument i believe.
maybe im misunderstanding, but i imagine if you had the full shell script it would have passed the tests.
But as flo said, you can also see what kind of tests are being pushed on your codeâ€¦ like are decimals being introduced, or 0s - whatever kind os stretch test to ensure the code is good.",,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:59,siand,this is a bit of info about shell scripting <https://www.shellscript.sh/functions.html>,,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 16:59,siand,and this about building functions in python <https://www.w3schools.com/python/python_functions.asp>,,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 17:00,siand,these might help! but also know we will do much more of this in class through the course,,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 17:00,siand,soon it will feel more familiar :slightly_smiling_face:,,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 17:03,siand,"and there are still a few ways of doing the same thing - dont worry! if you look at the solutions on code wars you will see things like
```def even_or_odd(number):
    return 'Odd' if number % 2 else 'Even'```
and
```def even_or_odd(number):
  if number % 2 == 0:
    return ""Even""
  else:
    return ""Odd""```
which return the same output but are structured differently!
â€¢ one thing to remember is you wont see a lot of print() on code wars as successful solutions - a little tip :wink:",,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 17:05,siand,yes i think thats the best approach actually,,,,U01RW140HBP,1616690852,U01RW140HBP
25/03/2021 17:05,siand,"you can always update the notebooks in github later, but for now, it means we can have a look at how youre getting on and where those errors are coming up",,,,U01RW140HBP,1616690852,U01RW140HBP
25/03/2021 17:11,,"What is the purpose of functions in Data Analytics? To test models, for example?",,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 17:12,,A linear regression?,,,,U01RRV4JX6Z,1616690850,U01RRV4JX6Z
25/03/2021 17:24,siand,"ooh good questionâ€¦. functions are effectively used to do tasks either repeatedly or robustly (applying rules, arguments, transformations)â€¦ you may remember in class that we wrote a clean function to tidy up the gender column, but theres a tonne of ways we could use a function in a data analysis process, from cleaning, through EDA, to predictive modelling. heres a cool example of a function you can use right now
def histograms_numeric_columns(df, numerical_columns):
    â€˜â€™'
    Takes df, numerical columns as list
    Returns a grid of histograms
    â€˜â€™'
    f = pd.melt(df, value_vars=numerical_columns)
    g = sns.FacetGrid(f, col=â€˜variableâ€™,  col_wrap=4, sharex=False, sharey=False)
    g = g.map(sns.distplot, â€˜valueâ€™)
    return g
â€¦.this is a time saver functionâ€¦. instead of making a bunch of separate histograms, return all your columns as a grid of histograms. we can look at this in the morning if you like ?",,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 17:25,siand,"a linear regression is a model, rather than a function, and we will start using them next friday :slightly_smiling_face:",,,,U01RW140HBP,1616690850,U01RRV4JX6Z
25/03/2021 17:35,Florian,"ok, Sian already answered while I was typing. :grin:

The function serves the purpose to be able to ""atomize"" tasks. (Not only) in data analytics, we're facing the problem to be just overwhelmed by the task in front of us. So the general approach is: break the task into smaller tasks, which then get broken down again into smaller tasks etc.... and for the lowest ones, you would write a function, solve that problem, and then go one level up, reusing that function and solve the problem on the next higher difficulty level (related to _First Principles thinking_ I guess).

In practical terms, when it comes to code, this has the advantange that your code is - as Sian said -
â€¢ *scalable* (you don't need to reinvent the wheel at higher levels),
â€¢ your code is *reusable* for yourself and others,
â€¢ your code is *outsourcable* when you put it in functions*,* out of a notebook for example, to keep your Notebook clear and reduced to only the things you want to show (most of the time, it's the results). You would then import it as we import e.g. pandas right now, `from my_module import my_function` (we can have a workshop on that)
â€¢  it's *robust.* if one function fails to do the job, it may break, but the rest of the code may continue running. You can even implement Error handling in exactly that function to get information in case of an error, why it failed (comes later in the bootcamp, crucial for example in _Webscraping_)
â€¢ it's easier to maintain / repair / upgrade. Dependencies are much easier to handle etc.
â€¢ Personal feeling: It feels nicer in my head to solve a problem piece by piece
Of course, all of this is merely theoretical at this point but as tasks become more and more complex, you're starting to whish for functions :slightly_smiling_face:",,,,U01SJKB2MG8,1616690850,U01RRV4JX6Z
25/03/2021 17:40,,,,,,U01SJKB2MG8,1616690850,U01RRV4JX6Z
